Row,BL,bri,cortexTraj
R8792,0,0,0
R8793,0,0,0
R8794,0,1,0
R8795,0,0,1
R8796,0,0,0
R8797,0,0,0
R8798,0,0,0
R8799,0,0,1
R8800,0,1,0
R8801,0,0,0
R8802,0,0,0
R8803,0,0,0
R8804,0,0,0
R8805,0,0,0
R8806,0,0,0
R8807,0,0,0
R8808,0,0,0
R8809,0,0,0
R8810,0,0,0
R8811,0,0,0
R8812,0,0,1
R8813,0,0,0
R8814,0,0,0
R8815,0,0,1
R8816,1,0,0
R8817,0,0,0
R8818,0,0,0
R8819,0,0,0
R8820,1,1,0
R8821,1,0,1
R8822,0,0,0
R8823,0,0,0
R8824,0,0,0
R8825,0,0,0
R8826,0,0,0
R8827,0,0,0
R8828,1,0,0
R8829,0,0,0
R8830,0,0,0
R8831,0,0,1
R8832,0,0,1
R8833,0,0,0
R8834,0,0,0
R8835,0,0,0
R8836,0,0,0
R8837,1,0,0
R8838,1,1,0
R8839,0,0,0
R8840,1,0,0
R8841,0,0,0
R8842,0,1,0
R8843,0,0,1
R8844,0,0,0
R8845,0,0,0
R8846,0,0,0
R8847,0,0,0
R8848,1,1,0
R8849,1,0,0
R8850,0,0,1
R8851,0,0,1
R8852,0,0,0
R8853,0,0,0
R8854,0,0,0
R8855,0,0,0
R8856,0,0,1
R8857,0,0,0
R8858,0,0,0
R8859,1,0,1
R8860,0,0,0
R8861,0,0,0
R8862,0,0,1
R8863,0,0,0
R8864,0,0,0
R8865,0,0,0
R8866,0,0,1
R8867,0,0,0
R8868,0,1,0
R8869,0,0,0
R8870,0,0,0
R8871,0,0,0
R8872,0,0,0
R8873,0,0,0
R8874,0,0,0
R8875,0,0,0
R8876,0,0,0
R8877,0,0,0
R8878,0,0,0
R8879,0,0,0
R8880,0,0,0
R8881,0,0,0
R8882,0,0,0
R8883,0,0,0
R8884,0,0,0
R8885,0,0,0
R8886,0,0,0
R8887,0,0,0
R8888,0,0,0
R8889,0,0,0
R8890,0,0,0
R8891,0,0,1
R8892,0,0,0
R8893,0,0,0
R8894,0,0,0
R8895,0,0,0
R8896,0,0,0
R8897,0,0,1
R8898,0,0,0
R8899,0,0,0
R8900,0,0,0
R8901,0,0,0
R8902,0,0,0
R8903,0,0,0
R8904,0,0,0
R8905,0,0,0
R8906,0,0,0
R8907,0,0,1
R8908,0,0,0
R8909,0,0,0
R8910,0,0,0
R8911,0,0,0
R8912,0,0,0
R8913,0,0,0
R8914,0,0,0
R8915,0,0,0
R8916,0,0,0
R8917,0,0,0
R8918,1,1,1
R8919,0,0,1
R8920,0,0,0
R8921,0,0,0
R8922,0,1,0
R8923,0,0,0
R8924,0,0,0
R8925,0,0,0
R8926,0,0,0
R8927,0,0,0
R8928,1,0,0
R8929,0,0,0
R8930,1,0,0
R8931,0,0,0
R8932,0,0,0
R8933,0,0,0
R8934,0,0,0
R8935,0,0,0
R8936,0,0,0
R8937,0,0,0
R8938,0,0,0
R8939,0,1,0
R8940,0,0,0
R8941,0,0,0
R8942,0,0,0
R8943,0,0,0
R8944,0,0,0
R8945,0,0,0
R8946,0,0,0
R8947,0,0,0
R8948,0,0,0
R8949,0,0,0
R8950,0,1,0
R8951,0,0,0
R8952,0,0,0
R8953,0,0,0
R8954,0,0,0
R8955,0,0,0
R8956,0,0,0
R8957,0,0,0
R8958,0,0,0
R8959,0,0,0
R8960,0,0,0
R8961,0,0,0
R8962,0,0,0
R8963,0,0,0
R8964,0,0,0
R8965,0,0,0
R8966,0,0,0
R8967,0,0,0
R8968,0,0,0
R8969,0,0,0
R8970,0,0,0
R8971,0,0,0
R8972,0,0,0
R8973,0,0,0
R8974,0,0,0
R8975,0,0,0
R8976,0,1,0
R8977,0,0,0
R8978,0,0,0
R8979,0,0,0
R8980,1,1,0
R8981,0,0,0
R8982,0,1,0
R8983,0,1,0
R8984,0,0,0
R8985,1,0,0
R8986,0,0,0
R8987,0,0,0
R8988,0,0,0
R8989,0,0,0
R8990,0,0,0
R8991,0,0,0
R8992,0,0,0
R8993,0,0,0
R8994,0,0,0
R8995,0,0,1
R8996,0,0,0
R8997,0,0,0
R8998,0,0,0
R8999,0,0,0
R9000,0,0,0
R9001,0,0,1
R9002,0,0,0
R9003,0,0,0
R9004,1,1,0
R9005,0,0,0
R9006,0,0,0
R9007,0,0,0
R9008,1,0,0
R9009,0,0,0
R9010,0,0,1
R9011,0,0,0
R9012,0,0,0
R9013,1,1,1
R9014,0,0,0
R9015,0,0,0
R9016,0,0,0
R9017,0,0,0
R9018,0,0,0
R9019,0,0,0
R9020,0,0,0
R9021,0,0,0
R9022,0,0,0
R9023,0,0,0
R9024,0,0,1
R9025,0,0,0
R9026,0,0,1
R9027,0,0,0
R9028,0,0,0
R9029,0,0,0
R9030,0,0,0
R9031,0,0,0
R9032,0,0,0
R9033,0,0,0
R9034,0,0,0
R9035,0,0,0
R9036,0,0,0
R9037,0,0,0
R9038,0,0,0
R9039,0,0,0
R9040,0,0,0
R9041,0,0,0
R9042,0,0,0
R9043,0,0,0
R9044,0,0,0
R9045,0,0,0
R9046,0,0,0
R9047,0,1,0
R9048,0,0,0
R9049,0,0,0
R9050,0,0,0
R9051,0,0,0
R9052,0,0,0
R9053,0,0,0
R9054,0,0,0
R9055,0,0,0
R9056,0,1,0
R9057,0,1,1
R9058,0,1,0
R9059,0,0,0
R9060,1,1,1
R9061,0,0,0
R9062,0,0,0
R9063,0,0,0
R9064,0,1,0
R9065,0,0,0
R9066,0,0,0
R9067,0,0,0
R9068,0,0,0
R9069,0,0,0
R9070,0,0,0
R9071,0,0,0
R9072,0,0,0
R9073,0,0,0
R9074,0,0,0
R9075,0,0,0
R9076,0,0,0
R9077,0,0,1
R9078,0,0,0
R9079,0,0,0
R9080,0,0,0
R9081,0,0,0
R9082,0,0,0
R9083,0,0,0
R9084,0,0,0
R9085,0,0,0
R9086,0,0,0
R9087,0,0,0
R9088,0,0,0
R9089,0,0,0
R9090,0,0,0
R9091,0,0,0
R9092,0,0,0
R9093,0,0,0
R9094,0,0,0
R9095,0,0,0
R9096,0,0,0
R9097,0,0,0
R9098,0,0,0
R9099,0,0,0
R9100,1,1,0
R9101,0,0,0
R9102,0,0,0
R9103,0,0,0
R9104,0,0,0
R9105,0,0,0
R9106,0,0,0
R9107,0,0,0
R9108,0,0,0
R9109,0,0,0
R9110,0,0,1
R9111,0,0,1
R9112,0,0,0
R9113,0,0,0
R9114,0,0,0
R9115,0,0,0
R9116,0,0,0
R9117,0,0,0
R9118,0,0,0
R9119,0,0,0
R9120,0,0,0
R9121,0,0,0
R9122,0,0,0
R9123,0,0,0
R9124,0,0,0
R9125,0,0,0
R9126,0,0,0
R9127,0,1,0
R9128,0,0,0
R9129,0,1,0
R9130,0,0,0
R9131,0,0,0
R9132,0,1,0
R9133,0,0,0
R9134,0,0,1
R9135,0,0,0
R9136,1,0,0
R9137,1,1,0
R9138,0,1,0
R9139,0,0,0
R9140,0,0,0
R9141,0,0,0
R9142,0,1,0
R9143,0,0,0
R9144,0,0,0
R9145,0,0,0
R9146,0,0,1
R9147,0,0,0
R9148,0,0,0
R9149,0,0,0
R9150,1,0,0
R9151,0,0,0
R9152,0,0,0
R9153,0,0,0
R9154,0,0,0
R9155,0,0,0
R9156,0,1,1
R9157,0,0,0
R9158,0,1,0
R9159,0,0,0
R9160,0,0,0
R9161,0,0,0
R9162,0,0,0
R9163,0,0,0
R9164,0,0,0
R9165,0,0,0
R9166,0,0,0
R9167,0,0,0
R9168,0,0,0
R9169,0,0,0
R9170,0,0,0
R9171,0,1,0
R9172,0,0,0
R9173,0,0,0
R9174,0,0,0
R9175,0,0,0
R9176,0,0,0
R9177,1,0,0
R9178,1,1,1
R9179,0,0,0
R9180,0,0,0
R9181,0,0,0
R9182,0,0,0
R9183,0,0,1
R9184,0,0,0
R9185,0,0,0
R9186,0,0,1
R9187,0,0,0
R9188,0,0,0
R9189,0,0,0
R9190,0,1,0
R9191,0,0,0
R9192,0,0,0
R9193,0,0,0
R9194,0,0,0
R9195,0,0,0
R9196,0,0,0
R9197,0,0,1
R9198,0,0,0
R9199,0,0,0
R9200,0,0,0
R9201,0,0,0
R9202,0,0,0
R9203,0,0,0
R9204,0,0,0
R9205,0,0,0
R9206,0,0,0
R9207,0,0,0
R9208,0,0,0
R9209,0,0,0
R9210,0,0,0
R9211,0,0,1
R9212,0,0,0
R9213,0,0,0
R9214,0,0,0
R9215,0,0,0
R9216,0,0,0
R9217,0,0,0
R9218,0,0,0
R9219,0,1,0
R9220,0,0,0
R9221,0,0,0
R9222,0,0,0
R9223,0,0,1
R9224,0,0,0
R9225,0,0,0
R9226,0,0,0
R9227,0,0,0
R9228,1,0,0
R9229,0,0,0
R9230,0,0,0
R9231,0,0,0
R9232,0,0,0
R9233,0,0,1
R9234,0,0,0
R9235,0,0,0
R9236,0,0,0
R9237,0,0,0
R9238,1,0,0
R9239,0,0,0
R9240,0,0,0
R9241,0,0,0
R9242,0,0,0
R9243,0,0,0
R9244,0,0,0
R9245,0,0,0
R9246,0,1,0
R9247,0,0,0
R9248,0,0,0
R9249,0,0,0
R9250,0,0,0
R9251,0,0,0
R9252,0,0,0
R9253,0,0,0
R9254,0,0,0
R9255,0,0,0
R9256,0,0,0
R9257,0,0,0
R9258,0,0,0
R9259,0,0,0
R9260,0,1,0
R9261,0,0,0
R9262,0,0,0
R9263,0,0,0
R9264,0,1,0
R9265,0,0,0
R9266,0,0,1
R9267,0,0,1
R9268,0,0,0
R9269,0,0,0
R9270,0,0,0
R9271,0,0,0
R9272,0,0,0
R9273,0,0,0
R9274,0,0,0
R9275,0,0,0
R9276,0,0,0
R9277,0,0,0
R9278,0,0,0
R9279,0,0,0
R9280,0,0,0
R9281,0,0,0
R9282,0,0,1
R9283,0,0,1
R9284,0,0,0
R9285,0,0,0
R9286,0,0,0
R9287,0,0,0
R9288,0,0,0
R9289,0,0,0
R9290,0,0,0
R9291,0,0,0
R9292,0,0,1
R9293,0,0,0
R9294,0,0,0
R9295,0,0,0
R9296,0,0,0
R9297,0,0,1
R9298,0,0,0
R9299,0,0,0
R9300,0,0,0
R9301,0,0,0
R9302,0,0,0
R9303,0,0,0
R9304,0,0,0
R9305,0,0,0
R9306,0,0,0
R9307,0,0,0
R9308,0,0,0
R9309,0,0,0
R9310,0,1,0
R9311,0,0,0
R9312,0,0,0
R9313,0,0,1
R9314,0,0,0
R9315,0,0,0
R9316,0,0,1
R9317,0,0,0
R9318,0,0,0
R9319,0,0,0
R9320,0,0,0
R9321,0,0,0
R9322,0,0,0
R9323,0,0,0
R9324,0,1,0
R9325,0,0,0
R9326,0,0,0
R9327,0,0,0
R9328,0,0,0
R9329,0,1,0
R9330,0,0,1
R9331,0,0,0
R9332,0,0,1
R9333,0,0,0
R9334,0,0,0
R9335,1,1,0
R9336,1,0,0
R9337,0,0,0
R9338,0,0,0
R9339,0,0,0
R9340,0,0,0
R9341,0,0,0
R9342,0,0,0
R9343,0,0,0
R9344,0,0,0
R9345,0,0,0
R9346,0,0,0
R9347,0,0,0
R9348,0,0,0
R9349,0,0,0
R9350,0,0,0
R9351,0,0,0
R9352,0,0,1
R9353,0,0,0
R9354,0,1,0
R9355,0,0,0
R9356,0,0,0
R9357,0,0,0
R9358,0,0,0
R9359,0,0,0
R9360,0,0,0
R9361,0,0,0
R9362,0,0,0
R9363,0,0,0
R9364,0,1,0
R9365,0,0,0
R9366,0,0,0
R9367,0,0,0
R9368,0,0,0
R9369,1,1,1
R9370,0,0,0
R9371,0,0,0
R9372,0,0,0
R9373,0,0,0
R9374,0,0,0
R9375,0,0,0
R9376,0,0,0
R9377,0,0,0
R9378,0,0,0
R9379,0,0,0
R9380,0,0,0
R9381,0,0,0
R9382,0,0,0
R9383,0,0,0
R9384,0,0,0
R9385,0,0,0
R9386,0,0,0
R9387,0,0,1
R9388,0,1,0
R9389,0,0,1
R9390,0,0,0
R9391,0,0,0
R9392,0,0,0
R9393,0,0,0
R9394,0,0,0
R9395,0,1,1
R9396,0,0,0
R9397,0,0,0
R9398,0,0,0
R9399,0,0,0
R9400,0,0,0
R9401,0,0,0
R9402,0,0,0
R9403,0,0,0
R9404,0,0,0
R9405,0,0,0
R9406,0,0,0
R9407,0,0,1
R9408,0,0,0
R9409,0,0,0
R9410,0,0,0
R9411,0,0,0
R9412,0,0,0
R9413,0,0,1
R9414,0,0,0
R9415,1,1,1
R9416,0,0,0
R9417,0,0,0
R9418,0,0,0
R9419,0,0,0
R9420,0,0,0
R9421,0,0,1
R9422,0,0,0
R9423,0,0,0
R9424,0,0,0
R9425,0,0,0
R9426,0,0,0
R9427,0,0,0
R9428,0,0,0
R9429,0,0,0
R9430,0,0,0
R9431,0,0,0
R9432,0,0,0
R9433,0,0,0
R9434,0,0,0
R9435,0,0,0
R9436,0,0,0
R9437,0,0,0
R9438,0,0,0
R9439,0,1,0
R9440,0,0,0
R9441,0,0,0
R9442,0,0,0
R9443,0,0,0
R9444,0,0,0
R9445,0,0,0
R9446,0,0,0
R9447,0,0,0
R9448,0,0,0
R9449,1,0,1
R9450,0,0,0
R9451,1,0,0
R9452,0,0,0
R9453,0,1,0
R9454,0,0,0
R9455,0,0,0
R9456,0,0,0
R9457,0,0,0
R9458,0,0,0
R9459,0,0,0
R9460,0,0,0
R9461,0,0,0
R9462,0,0,0
R9463,0,0,0
R9464,1,0,1
R9465,0,0,0
R9466,0,0,0
R9467,0,0,0
R9468,0,0,0
R9469,0,0,0
R9470,0,0,0
R9471,0,0,0
R9472,0,0,0
R9473,0,0,0
R9474,0,0,0
R9475,0,0,0
R9476,0,0,0
R9477,0,0,1
R9478,0,0,0
R9479,0,0,0
R9480,0,0,0
R9481,0,0,0
R9482,1,1,0
R9483,1,1,0
R9484,0,0,0
R9485,0,0,0
R9486,0,0,0
R9487,0,0,0
R9488,0,0,0
R9489,0,0,0
R9490,0,0,0
R9491,0,0,0
R9492,0,0,0
R9493,0,0,0
R9494,0,0,0
R9495,0,0,0
R9496,0,0,0
R9497,0,0,0
R9498,0,0,0
R9499,0,0,0
R9500,0,0,0
R9501,0,0,0
R9502,0,0,0
R9503,0,0,0
R9504,0,0,0
R9505,0,0,0
R9506,0,0,0
R9507,1,0,0
R9508,0,0,0
R9509,0,1,0
R9510,0,0,0
R9511,0,0,0
R9512,0,0,0
R9513,0,0,0
R9514,1,0,0
R9515,0,0,0
R9516,0,0,0
R9517,0,0,0
R9518,0,0,0
R9519,0,0,0
R9520,0,0,0
R9521,0,0,0
R9522,0,0,0
R9523,0,0,0
R9524,0,0,0
R9525,0,0,0
R9526,0,0,0
R9527,0,0,0
R9528,0,0,1
R9529,0,0,0
R9530,0,0,0
R9531,0,0,0
R9532,1,0,1
R9533,0,0,0
R9534,0,0,0
R9535,0,1,0
R9536,0,0,0
R9537,0,0,0
R9538,0,0,0
R9539,0,0,0
R9540,1,0,0
R9541,0,0,0
R9542,0,0,0
R9543,0,0,0
R9544,0,0,0
R9545,0,1,1
R9546,0,0,0
R9547,0,0,0
R9548,0,0,0
R9549,0,0,0
R9550,0,0,0
R9551,0,0,0
R9552,0,0,0
R9553,0,0,1
R9554,0,0,0
R9555,0,0,0
R9556,0,0,0
R9557,0,0,0
R9558,0,0,0
R9559,0,0,0
R9560,0,0,0
R9561,0,0,0
R9562,0,0,0
R9563,0,0,0
R9564,0,0,0
R9565,0,0,0
R9566,0,0,0
R9567,0,0,0
R9568,0,0,0
R9569,0,0,0
R9570,0,0,0
R9571,0,0,1
R9572,0,0,0
R9573,0,0,0
R9574,0,0,1
R9575,0,1,0
R9576,0,0,0
R9577,0,0,0
R9578,0,0,0
R9579,0,0,1
R9580,0,0,0
R9581,0,0,0
R9582,0,0,0
R9583,0,0,0
R9584,0,0,0
R9585,0,0,0
R9586,0,0,0
R9587,0,0,1
R9588,0,0,0
R9589,0,0,0
R9590,0,0,0
R9591,0,0,0
R9592,0,0,0
R9593,0,0,0
R9594,0,0,0
R9595,0,0,0
R9596,0,0,0
R9597,0,0,0
R9598,0,0,0
R9599,0,0,0
R9600,0,0,0
R9601,0,0,0
R9602,0,0,0
R9603,0,0,0
R9604,0,0,0
R9605,0,0,0
R9606,0,0,0
R9607,0,0,0
R9608,0,0,1
R9609,0,0,1
R9610,0,0,1
R9611,0,0,1
R9612,0,0,0
R9613,0,0,0
R9614,0,0,0
R9615,0,0,0
R9616,0,0,0
R9617,0,0,0
R9618,0,0,0
R9619,0,0,0
R9620,0,0,0
R9621,0,0,0
R9622,0,0,0
R9623,0,0,0
R9624,0,0,0
R9625,0,0,0
R9626,0,0,0
R9627,0,0,0
R9628,0,0,0
R9629,0,0,0
R9630,0,0,0
R9631,0,0,0
R9632,1,0,0
R9633,0,0,0
R9634,0,0,0
R9635,0,0,0
R9636,0,0,0
R9637,0,0,0
R9638,0,0,0
R9639,0,0,0
R9640,0,0,0
R9641,0,0,0
R9642,0,0,0
R9643,0,0,1
R9644,0,0,0
R9645,0,0,0
R9646,0,0,0
R9647,0,0,0
R9648,0,0,0
R9649,0,0,0
R9650,0,0,0
R9651,0,0,0
R9652,0,0,0
R9653,0,0,0
R9654,0,0,1
R9655,0,0,0
R9656,0,0,0
R9657,0,0,0
R9658,0,1,0
R9659,0,0,0
R9660,0,1,0
R9661,0,0,0
R9662,0,1,1
R9663,0,0,0
R9664,0,0,0
R9665,0,0,0
R9666,0,0,0
R9667,0,0,0
R9668,0,0,0
R9669,0,0,0
R9670,0,0,0
R9671,0,0,1
R9672,0,0,0
R9673,0,0,0
R9674,0,0,0
R9675,0,0,0
R9676,0,0,0
R9677,0,0,1
R9678,0,0,0
R9679,0,0,0
R9680,0,1,0
R9681,0,0,0
R9682,0,0,0
R9683,0,0,0
R9684,0,0,0
R9685,0,0,0
R9686,0,0,0
R9687,0,0,0
R9688,0,0,0
R9689,1,1,0
R9690,0,0,0
R9691,0,0,0
R9692,0,0,0
R9693,0,0,0
R9694,0,0,1
R9695,0,0,0
R9696,0,0,0
R9697,0,0,0
R9698,0,0,0
R9699,0,0,1
R9700,0,0,1
R9701,0,0,0
R9702,0,0,1
R9703,0,0,0
R9704,0,0,0
R9705,0,1,0
R9706,0,0,0
R9707,0,0,0
R9708,0,0,0
R9709,0,1,0
R9710,0,0,0
R9711,1,1,1
R9712,0,0,0
R9713,0,0,0
R9714,1,1,1
R9715,0,0,0
R9716,0,0,0
R9717,0,0,0
R9718,0,0,0
R9719,0,0,0
R9720,0,0,0
R9721,0,0,0
R9722,1,1,0
R9723,0,0,0
R9724,0,0,0
R9725,0,0,0
R9726,0,0,1
R9727,0,0,0
R9728,0,0,0
R9729,0,0,0
R9730,0,0,0
R9731,0,0,0
R9732,0,0,0
R9733,1,1,0
R9734,0,0,0
R9735,0,0,0
R9736,0,0,0
R9737,0,0,0
R9738,0,0,0
R9739,0,0,0
R9740,0,0,0
R9741,0,0,0
R9742,0,0,0
R9743,0,0,0
R9744,0,0,0
R9745,0,0,0
R9746,1,0,0
R9747,0,0,0
R9748,0,0,0
R9749,0,0,0
R9750,1,0,1
R9751,0,0,0
R9752,0,0,0
R9753,0,0,0
R9754,0,0,0
R9755,0,0,0
R9756,0,0,0
R9757,0,0,0
R9758,0,0,0
R9759,0,0,1
R9760,0,0,0
R9761,1,0,0
R9762,0,0,0
R9763,0,0,0
R9764,0,0,0
R9765,0,0,0
R9766,0,0,0
R9767,0,1,0
R9768,0,0,0
R9769,0,0,1
R9770,0,0,1
R9771,0,0,0
R9772,0,0,0
R9773,0,0,0
R9774,0,0,0
R9775,0,0,0
R9776,0,0,0
R9777,0,0,0
R9778,0,0,1
R9779,0,0,1
R9780,0,0,0
R9781,0,0,0
R9782,1,0,1
R9783,0,1,1
R9784,0,1,1
R9785,0,0,0
R9786,1,1,0
R9787,0,0,0
R9788,0,0,0
R9789,0,0,0
R9790,0,0,0
R9791,0,0,0
R9792,0,0,0
R9793,0,1,0
R9794,0,0,0
R9795,0,0,0
R9796,0,0,0
R9797,0,0,1
R9798,0,1,0
R9799,0,0,0
R9800,0,0,0
R9801,0,0,0
R9802,0,0,0
R9803,0,0,0
R9804,0,0,0
R9805,0,0,0
R9806,0,0,0
R9807,0,0,0
R9808,0,0,0
R9809,0,0,0
R9810,0,0,0
R9811,0,0,0
R9812,0,0,0
R9813,0,0,0
R9814,0,0,0
R9815,0,0,0
R9816,0,0,1
R9817,1,0,0
R9818,0,0,0
R9819,0,0,0
R9820,0,0,0
R9821,0,0,0
R9822,0,0,0
R9823,0,0,0
R9824,0,0,0
R9825,0,0,0
R9826,0,0,0
R9827,0,0,0
R9828,1,1,0
R9829,0,0,0
R9830,0,0,0
R9831,0,1,0
R9832,0,0,0
R9833,0,0,0
R9834,0,0,0
R9835,0,0,0
R9836,0,0,0
R9837,0,0,0
R9838,0,0,1
R9839,0,1,0
R9840,0,0,0
R9841,1,0,1
R9842,0,0,0
R9843,0,0,0
R9844,0,0,0
R9845,0,0,0
R9846,0,0,0
R9847,0,0,0
R9848,0,0,0
R9849,0,0,1
R9850,1,1,0
R9851,0,0,0
R9852,0,0,0
R9853,0,0,0
R9854,0,0,1
R9855,0,1,0
R9856,0,0,0
R9857,0,0,0
R9858,0,0,0
R9859,1,0,1
R9860,1,1,0
R9861,0,0,0
R9862,0,1,0
R9863,0,0,0
R9864,0,0,0
R9865,0,0,0
R9866,0,0,0
R9867,0,0,0
R9868,0,0,0
R9869,0,0,0
R9870,0,0,0
R9871,0,0,0
R9872,0,0,0
R9873,0,0,0
R9874,0,0,0
R9875,1,0,0
R9876,0,0,0
R9877,0,0,1
R9878,0,0,0
R9879,0,0,0
R9880,0,0,0
R9881,0,0,1
R9882,0,1,1
R9883,0,0,0
R9884,0,0,0
R9885,0,0,0
R9886,0,1,0
R9887,0,0,0
R9888,0,0,0
R9889,0,0,0
R9890,0,0,0
R9891,0,1,0
R9892,0,0,0
R9893,0,0,0
R9894,0,0,0
R9895,0,0,0
R9896,0,0,0
R9897,0,0,0
R9898,0,0,0
R9899,0,0,0
R9900,0,0,0
R9901,0,0,0
R9902,0,0,0
R9903,0,0,0
R9904,0,0,0
R9905,0,0,0
R9906,0,0,0
R9907,0,0,0
R9908,0,0,0
R9909,0,0,1
R9910,0,0,0
R9911,0,0,0
R9912,0,0,0
R9913,0,0,1
R9914,0,0,1
R9915,0,0,0
R9916,0,0,0
R9917,0,0,0
R9918,0,0,0
R9919,0,0,0
R9920,0,0,0
R9921,0,0,0
R9922,0,0,0
R9923,0,0,0
R9924,0,0,0
R9925,0,1,0
R9926,0,0,0
R9927,0,0,0
R9928,0,0,0
R9929,0,0,0
R9930,0,0,0
R9931,0,0,0
R9932,0,0,0
R9933,0,0,1
R9934,0,0,0
R9935,0,0,0
R9936,0,0,0
R9937,1,0,0
R9938,0,0,0
R9939,0,0,1
R9940,0,0,0
R9941,1,0,0
R9942,0,0,0
R9943,0,1,0
R9944,0,0,0
R9945,0,0,0
R9946,0,0,1
R9947,0,0,0
R9948,0,0,0
R9949,0,0,1
R9950,0,0,0
R9951,0,0,0
R9952,1,0,0
R9953,0,0,0
R9954,0,0,0
R9955,0,0,0
R9956,0,0,0
R9957,0,0,0
R9958,0,0,0
R9959,0,0,0
R9960,0,0,1
R9961,1,0,0
R9962,0,0,0
R9963,0,0,0
R9964,0,0,0
R9965,0,0,1
R9966,0,0,0
R9967,0,0,0
R9968,0,0,0
R9969,0,0,0
R9970,0,0,0
R9971,0,0,0
R9972,0,0,0
R9973,0,0,0
R9974,0,0,0
R9975,0,0,0
R9976,0,1,0
R9977,0,0,0
R9978,0,0,0
R9979,0,0,0
R9980,0,0,0
R9981,0,1,0
R9982,0,0,0
R9983,0,0,0
R9984,0,0,0
R9985,0,0,0
R9986,0,0,0
R9987,0,0,1
R9988,0,0,0
R9989,0,0,0
R9990,0,0,0
R9991,0,0,0
R9992,0,0,1
R9993,0,0,0
R9994,0,0,0
R9995,0,1,0
R9996,0,0,0
R9997,0,0,1
R9998,0,0,0
R9999,0,0,0
R10000,0,0,0
R10001,0,0,0
R10002,1,1,0
R10003,0,0,0
R10004,0,0,0
R10005,0,0,0
R10006,0,0,0
R10007,0,0,0
R10008,0,0,0
R10009,0,0,1
R10010,0,0,1
R10011,1,0,0
R10012,0,0,0
R10013,0,0,0
R10014,0,0,0
R10015,0,0,0
R10016,0,0,0
R10017,0,0,0
R10018,0,0,0
R10019,0,0,0
R10020,0,0,1
R10021,0,0,0
R10022,0,0,0
R10023,0,0,0
R10024,0,0,0
R10025,0,0,0
R10026,0,0,0
R10027,0,0,0
R10028,0,0,0
R10029,1,1,0
R10030,0,1,1
R10031,0,0,0
R10032,0,0,0
R10033,0,1,0
R10034,0,0,0
R10035,0,0,0
R10036,0,0,1
R10037,1,1,0
R10038,1,1,1
R10039,0,0,0
R10040,0,0,0
R10041,0,0,1
R10042,0,0,1
R10043,0,0,0
R10044,0,0,1
R10045,0,0,0
R10046,0,0,0
R10047,0,0,0
R10048,0,0,0
R10049,1,0,1
R10050,0,0,0
R10051,0,1,0
R10052,0,0,0
R10053,1,0,1
R10054,0,1,0
R10055,0,0,0
R10056,0,0,0
R10057,0,0,0
R10058,0,0,0
R10059,0,0,0
R10060,0,0,0
R10061,0,0,0
R10062,0,0,0
R10063,0,1,0
R10064,0,0,0
R10065,0,0,0
R10066,0,0,0
R10067,0,0,0
R10068,0,0,0
R10069,0,0,0
R10070,0,0,0
R10071,0,0,0
R10072,0,0,0
R10073,0,0,0
R10074,0,0,0
R10075,0,0,0
R10076,0,0,0
R10077,0,1,0
R10078,0,0,0
R10079,0,0,0
R10080,0,0,0
R10081,0,0,0
R10082,0,0,0
R10083,0,0,0
R10084,0,0,0
R10085,0,0,0
R10086,0,0,0
R10087,0,0,0
R10088,0,0,0
R10089,0,0,0
R10090,0,0,0
R10091,0,0,0
R10092,0,0,1
R10093,0,0,1
R10094,0,0,0
R10095,0,0,0
R10096,0,0,0
R10097,0,0,0
R10098,0,1,0
R10099,0,0,0
R10100,0,1,0
R10101,0,0,0
R10102,0,0,0
R10103,0,0,1
R10104,0,0,0
R10105,0,0,0
R10106,0,1,0
R10107,0,0,0
R10108,0,0,0
R10109,0,0,1
R10110,0,0,0
R10111,0,0,0
R10112,0,0,0
R10113,0,0,0
R10114,0,0,0
R10115,0,0,0
R10116,0,0,0
R10117,0,0,0
R10118,0,0,0
R10119,0,0,0
R10120,0,0,0
R10121,0,1,0
R10122,0,0,0
R10123,0,0,0
R10124,0,0,0
R10125,0,0,0
R10126,0,0,0
R10127,0,0,0
R10128,0,0,1
R10129,0,0,0
R10130,0,0,0
R10131,0,1,0
R10132,0,1,0
R10133,0,0,0
R10134,0,0,0
R10135,0,0,1
R10136,0,0,0
R10137,0,0,0
R10138,0,0,0
R10139,1,0,0
R10140,0,0,0
R10141,0,0,1
R10142,0,0,0
R10143,0,0,0
R10144,0,0,0
R10145,0,0,1
R10146,0,0,0
R10147,0,0,0
R10148,1,0,1
R10149,0,0,0
R10150,0,0,0
R10151,0,0,0
R10152,0,0,0
R10153,0,0,0
R10154,0,0,0
R10155,0,0,0
R10156,0,0,0
R10157,0,0,0
R10158,0,0,0
R10159,0,0,0
R10160,0,0,0
R10161,0,0,0
R10162,0,0,0
R10163,0,0,1
R10164,0,0,0
R10165,0,0,0
R10166,0,0,1
R10167,0,1,1
R10168,0,0,0
R10169,0,0,0
R10170,0,0,1
R10171,0,0,0
R10172,0,0,0
R10173,0,0,0
R10174,0,0,0
R10175,0,0,0
R10176,0,0,0
R10177,0,0,0
R10178,0,0,0
R10179,0,1,0
R10180,0,0,0
R10181,0,0,0
R10182,0,0,1
R10183,0,0,0
R10184,0,0,0
R10185,0,0,0
R10186,0,0,0
R10187,0,0,0
R10188,0,0,0
R10189,0,0,0
