Row,BL,bri,cortexTraj
R17722,0,0,0
R17723,0,0,1
R17724,0,0,1
R17725,0,0,1
R17726,0,0,0
R17727,0,0,0
R17728,0,0,0
R17729,0,0,0
R17730,0,0,0
R17731,0,0,0
R17732,0,0,1
R17733,0,0,0
R17734,0,0,0
R17735,0,0,0
R17736,0,0,0
R17737,0,1,0
R17738,0,1,1
R17739,0,0,0
R17740,1,1,0
R17741,0,1,1
R17742,0,0,0
R17743,0,0,0
R17744,0,0,0
R17745,0,0,0
R17746,0,0,0
R17747,1,0,1
R17748,0,0,1
R17749,0,0,0
R17750,0,1,0
R17751,0,0,0
R17752,0,0,0
R17753,1,0,0
R17754,0,0,0
R17755,0,0,0
R17756,0,0,0
R17757,0,0,0
R17758,1,1,0
R17759,0,0,1
R17760,0,0,0
R17761,0,0,0
R17762,0,0,0
R17763,0,0,0
R17764,0,0,1
R17765,0,0,0
R17766,0,0,0
R17767,0,1,0
R17768,0,1,0
R17769,1,1,0
R17770,0,0,0
R17771,0,1,0
R17772,0,0,0
R17773,0,0,0
R17774,0,0,0
R17775,0,0,0
R17776,0,1,1
R17777,0,0,0
R17778,0,0,0
R17779,0,0,0
R17780,0,0,0
R17781,0,0,0
R17782,0,0,0
R17783,0,0,0
R17784,0,0,0
R17785,0,0,0
R17786,0,0,0
R17787,0,0,1
R17788,0,0,0
R17789,0,0,0
R17790,1,1,0
R17791,0,0,0
R17792,0,0,0
R17793,0,0,1
R17794,0,0,1
R17795,0,0,0
R17796,0,0,0
R17797,0,0,0
R17798,0,0,0
R17799,0,0,0
R17800,0,0,0
R17801,0,0,0
R17802,0,0,0
R17803,0,0,0
R17804,0,0,0
R17805,0,0,0
R17806,0,0,0
R17807,0,0,1
R17808,0,0,1
R17809,0,0,0
R17810,0,0,0
R17811,0,0,0
R17812,0,0,0
R17813,0,0,0
R17814,0,0,0
R17815,0,0,0
R17816,0,0,0
R17817,0,0,1
R17818,0,0,0
R17819,0,0,0
R17820,0,0,0
R17821,0,0,0
R17822,0,0,0
R17823,0,0,0
R17824,0,0,0
R17825,0,0,0
R17826,0,0,0
R17827,0,0,0
R17828,0,0,0
R17829,0,0,1
R17830,0,0,0
R17831,0,0,0
R17832,0,0,1
R17833,0,0,1
R17834,0,0,0
R17835,0,0,0
R17836,0,1,0
R17837,0,0,0
R17838,0,0,0
R17839,0,0,0
R17840,1,1,0
R17841,0,0,1
R17842,0,0,0
R17843,0,0,0
R17844,0,0,0
R17845,0,0,0
R17846,0,0,0
R17847,0,0,0
R17848,0,0,0
R17849,0,0,0
R17850,0,0,0
R17851,0,0,0
R17852,1,0,0
R17853,0,0,0
R17854,0,0,0
R17855,1,1,0
R17856,0,0,0
R17857,0,0,0
R17858,0,0,0
R17859,0,0,0
R17860,0,0,0
R17861,0,0,0
R17862,0,0,0
R17863,0,0,0
R17864,0,0,0
R17865,0,0,0
R17866,0,0,0
R17867,0,0,0
R17868,0,0,0
R17869,0,0,0
R17870,0,0,0
R17871,0,0,0
R17872,0,0,0
R17873,0,0,0
R17874,0,0,0
R17875,0,0,0
R17876,0,0,0
R17877,0,0,0
R17878,0,0,0
R17879,0,0,0
R17880,0,0,0
R17881,0,0,0
R17882,0,0,0
R17883,0,1,0
R17884,0,0,0
R17885,0,0,0
R17886,0,0,1
R17887,0,0,0
R17888,0,0,0
R17889,0,0,1
R17890,0,0,0
R17891,0,0,0
R17892,0,0,0
R17893,0,0,0
R17894,0,0,0
R17895,0,0,0
R17896,0,1,0
R17897,0,0,0
R17898,0,0,0
R17899,0,0,0
R17900,0,0,0
R17901,0,0,0
R17902,0,0,0
R17903,0,0,0
R17904,0,0,0
R17905,0,0,0
R17906,0,0,0
R17907,0,0,0
R17908,0,0,0
R17909,1,0,0
R17910,0,0,0
R17911,0,0,0
R17912,0,0,1
R17913,0,0,0
R17914,0,0,0
R17915,0,0,0
R17916,0,0,0
R17917,0,0,0
R17918,0,0,0
R17919,0,0,0
R17920,0,0,0
R17921,0,0,1
R17922,0,1,0
R17923,0,0,0
R17924,0,0,0
R17925,0,0,0
R17926,0,0,0
R17927,0,0,0
R17928,0,0,0
R17929,0,0,0
R17930,0,0,0
R17931,0,0,1
R17932,0,0,0
R17933,1,1,0
R17934,0,0,0
R17935,0,0,0
R17936,0,0,0
R17937,0,0,0
R17938,0,0,0
R17939,0,0,0
R17940,0,0,0
R17941,0,0,0
R17942,0,0,0
R17943,1,1,0
R17944,0,0,0
R17945,0,0,0
R17946,0,0,0
R17947,0,0,1
R17948,0,0,0
R17949,1,0,0
R17950,0,0,0
R17951,0,0,0
R17952,0,0,1
R17953,0,0,0
R17954,0,0,0
R17955,0,0,0
R17956,0,0,0
R17957,0,0,0
R17958,0,0,0
R17959,0,0,0
R17960,0,0,0
R17961,0,0,0
R17962,0,1,0
R17963,0,0,0
R17964,0,0,1
R17965,0,0,0
R17966,0,0,0
R17967,0,0,0
R17968,1,1,0
R17969,0,0,0
R17970,0,0,0
R17971,0,0,0
R17972,0,0,0
R17973,0,0,1
R17974,0,0,0
R17975,0,0,0
R17976,0,0,0
R17977,0,0,0
R17978,0,0,0
R17979,0,0,0
R17980,0,0,0
R17981,0,0,0
R17982,0,0,0
R17983,0,0,0
R17984,0,0,0
R17985,0,0,0
R17986,0,1,0
R17987,0,0,0
R17988,0,0,0
R17989,0,0,0
R17990,0,0,0
R17991,0,0,0
R17992,0,0,0
R17993,0,0,0
R17994,0,0,0
R17995,0,0,0
R17996,0,0,0
R17997,0,0,0
R17998,0,0,0
R17999,0,0,0
R18000,0,0,0
R18001,0,0,0
R18002,0,1,0
R18003,0,0,0
R18004,0,0,0
R18005,0,0,0
R18006,1,1,0
R18007,0,0,0
R18008,0,0,0
R18009,0,0,0
R18010,0,1,0
R18011,0,0,0
R18012,0,0,1
R18013,0,0,0
R18014,0,1,0
R18015,0,0,1
R18016,0,0,0
R18017,0,0,0
R18018,0,0,0
R18019,0,0,1
R18020,0,1,0
R18021,1,0,0
R18022,0,0,0
R18023,0,0,0
R18024,0,0,1
R18025,0,0,0
R18026,0,0,0
R18027,0,0,0
R18028,0,0,0
R18029,0,0,0
R18030,0,0,0
R18031,0,0,0
R18032,0,0,0
R18033,0,0,1
R18034,0,0,0
R18035,0,0,0
R18036,0,0,0
R18037,0,0,0
R18038,0,0,0
R18039,0,0,0
R18040,0,0,1
R18041,0,0,0
R18042,0,0,0
R18043,0,0,0
R18044,0,0,0
R18045,0,0,0
R18046,0,0,0
R18047,0,0,0
R18048,0,0,0
R18049,0,0,0
R18050,0,0,0
R18051,0,0,0
R18052,0,0,0
R18053,1,1,1
R18054,0,0,0
R18055,0,0,0
R18056,0,0,0
R18057,0,0,0
R18058,0,0,0
R18059,0,0,1
R18060,0,0,0
R18061,0,0,0
R18062,1,1,1
R18063,0,0,0
R18064,0,0,0
R18065,0,0,0
R18066,0,0,0
R18067,0,0,0
R18068,0,0,0
R18069,0,0,0
R18070,0,0,0
R18071,0,1,0
R18072,0,0,0
R18073,0,0,0
R18074,0,0,0
R18075,0,0,0
R18076,0,0,1
R18077,0,0,0
R18078,0,0,0
R18079,0,0,0
R18080,0,0,0
R18081,0,0,0
R18082,0,0,0
R18083,0,0,0
R18084,0,0,0
R18085,0,0,0
R18086,0,0,0
R18087,0,0,1
R18088,0,0,0
R18089,0,0,0
R18090,0,0,0
R18091,1,0,1
R18092,1,0,0
R18093,0,1,0
R18094,0,0,0
R18095,0,0,0
R18096,0,0,1
R18097,0,0,0
R18098,0,0,0
R18099,0,0,0
R18100,0,0,0
R18101,1,0,0
R18102,0,0,0
R18103,0,0,0
R18104,0,0,0
R18105,0,0,0
R18106,0,0,0
R18107,0,0,0
R18108,0,0,0
R18109,0,0,0
R18110,1,1,0
R18111,0,0,1
R18112,0,0,0
R18113,0,0,0
R18114,0,1,0
R18115,0,0,0
R18116,0,0,0
R18117,0,0,0
R18118,0,0,0
R18119,0,0,0
R18120,0,1,0
R18121,0,0,0
R18122,0,0,0
R18123,0,0,0
R18124,0,0,0
R18125,0,0,0
R18126,0,0,0
R18127,0,0,0
R18128,0,0,0
R18129,0,0,0
R18130,0,0,0
R18131,0,0,0
R18132,0,0,0
R18133,0,0,0
R18134,0,0,0
R18135,0,0,0
R18136,0,0,0
R18137,0,0,0
R18138,0,0,0
R18139,0,0,0
R18140,0,0,0
R18141,1,1,0
R18142,0,0,0
R18143,0,0,0
R18144,0,1,0
R18145,0,0,0
R18146,0,0,0
R18147,0,0,1
R18148,0,0,0
R18149,0,0,0
R18150,0,0,0
R18151,0,1,0
R18152,1,1,0
R18153,0,0,0
R18154,0,0,0
R18155,0,0,0
R18156,0,0,0
R18157,0,0,0
R18158,0,0,0
R18159,0,0,0
R18160,0,0,0
R18161,0,0,1
R18162,0,0,0
R18163,1,0,1
R18164,0,0,0
R18165,0,0,1
R18166,0,0,0
R18167,0,1,0
R18168,0,1,0
R18169,0,0,0
R18170,0,0,0
R18171,0,1,0
R18172,0,0,0
R18173,0,0,0
R18174,0,0,0
R18175,0,0,0
R18176,0,0,0
R18177,0,0,1
R18178,0,0,0
R18179,0,0,1
R18180,0,0,0
R18181,0,0,0
R18182,0,0,0
R18183,0,0,0
R18184,0,0,0
R18185,0,1,1
R18186,0,0,0
R18187,0,0,0
R18188,0,0,1
R18189,1,1,1
R18190,0,0,0
R18191,0,0,0
R18192,0,0,0
R18193,0,0,0
R18194,0,0,0
R18195,0,0,0
R18196,1,0,1
R18197,0,0,0
R18198,0,0,1
R18199,0,0,0
R18200,0,0,0
R18201,0,0,0
R18202,0,0,0
R18203,0,0,0
R18204,0,0,0
R18205,0,0,0
R18206,0,0,0
R18207,0,0,0
R18208,0,0,0
R18209,0,0,0
R18210,0,0,0
R18211,0,0,0
R18212,0,0,0
R18213,0,0,0
R18214,0,0,0
R18215,0,0,0
R18216,0,0,0
R18217,0,0,1
R18218,0,0,0
R18219,0,0,0
R18220,0,0,0
R18221,0,0,0
R18222,0,0,1
R18223,0,0,0
R18224,0,1,0
R18225,0,0,0
R18226,0,0,0
R18227,0,0,0
R18228,1,0,0
R18229,0,0,0
R18230,0,0,0
R18231,0,0,0
R18232,0,0,1
R18233,0,0,0
R18234,0,0,0
R18235,0,0,0
R18236,0,0,0
R18237,0,0,0
R18238,0,0,0
R18239,0,0,0
R18240,0,0,0
R18241,0,0,0
R18242,0,0,0
R18243,0,0,0
R18244,0,0,0
R18245,0,0,0
R18246,0,0,0
R18247,0,0,0
R18248,0,0,0
R18249,0,0,1
R18250,0,0,1
R18251,0,1,0
R18252,0,0,1
R18253,0,0,0
R18254,0,0,0
R18255,0,0,0
R18256,0,0,0
R18257,0,0,0
R18258,0,0,0
R18259,0,0,0
R18260,0,0,0
R18261,0,0,0
R18262,0,0,0
R18263,0,0,0
R18264,0,0,0
R18265,0,0,0
R18266,0,0,1
R18267,0,0,0
R18268,0,0,1
R18269,0,0,0
R18270,0,0,0
R18271,0,0,0
R18272,0,0,0
R18273,0,0,0
R18274,0,0,0
R18275,0,0,0
R18276,0,0,0
R18277,0,0,0
R18278,0,0,0
R18279,0,1,0
R18280,0,0,0
R18281,1,1,0
R18282,0,0,0
R18283,0,0,1
R18284,0,0,0
R18285,0,0,0
R18286,0,0,0
R18287,0,0,1
R18288,0,0,0
R18289,0,0,0
R18290,0,0,0
R18291,0,0,0
R18292,0,0,1
R18293,0,0,0
R18294,0,0,0
R18295,0,0,1
R18296,0,0,0
R18297,0,0,0
R18298,0,0,0
R18299,0,0,0
R18300,0,0,0
R18301,0,0,0
R18302,0,0,0
R18303,0,0,0
R18304,0,0,0
R18305,0,0,0
R18306,0,0,0
R18307,0,0,0
R18308,0,0,0
R18309,0,0,1
R18310,0,0,0
R18311,0,0,0
R18312,0,0,0
R18313,0,0,0
R18314,0,0,0
R18315,0,0,0
R18316,0,0,0
R18317,0,0,0
R18318,0,0,1
R18319,0,0,1
R18320,0,0,0
R18321,0,0,0
R18322,0,0,0
R18323,0,0,1
R18324,0,0,0
R18325,0,0,0
R18326,0,0,0
R18327,0,0,0
R18328,0,0,0
R18329,0,0,0
R18330,0,0,0
R18331,0,0,0
R18332,0,1,0
R18333,0,0,0
R18334,0,1,0
R18335,0,0,0
R18336,0,0,0
R18337,0,0,0
R18338,0,0,0
R18339,0,0,0
R18340,0,0,0
R18341,0,0,0
R18342,0,0,0
R18343,0,0,0
R18344,0,0,0
R18345,0,1,1
R18346,0,0,0
R18347,0,0,1
R18348,0,0,0
R18349,0,0,0
R18350,0,1,0
R18351,0,1,0
R18352,0,0,0
R18353,0,0,0
R18354,0,1,0
R18355,0,0,1
R18356,0,0,0
R18357,0,0,0
R18358,0,0,0
R18359,0,0,0
R18360,0,0,0
R18361,0,0,1
R18362,0,0,1
R18363,0,0,0
R18364,0,0,1
R18365,0,0,0
R18366,0,0,0
R18367,1,0,0
R18368,0,0,0
R18369,0,0,0
R18370,0,0,0
R18371,0,1,0
R18372,0,0,0
R18373,0,0,0
R18374,0,0,0
R18375,0,0,0
R18376,0,0,0
R18377,0,0,1
R18378,0,0,0
R18379,0,0,0
R18380,0,0,0
R18381,0,0,0
R18382,0,0,0
R18383,0,0,0
R18384,0,0,0
R18385,0,0,0
R18386,0,0,0
R18387,0,0,0
R18388,0,1,1
R18389,0,0,0
R18390,0,0,0
R18391,1,1,0
R18392,0,0,0
R18393,0,0,0
R18394,0,0,0
R18395,0,0,0
R18396,0,0,0
R18397,0,0,0
R18398,0,0,0
R18399,0,0,0
R18400,0,0,0
R18401,0,0,0
R18402,0,0,0
R18403,0,0,0
R18404,0,0,1
R18405,0,1,1
R18406,0,0,0
R18407,0,0,0
R18408,0,0,0
R18409,0,0,0
R18410,0,0,0
R18411,0,0,0
R18412,0,0,0
R18413,0,0,0
R18414,0,0,0
R18415,0,0,0
R18416,0,0,0
R18417,0,0,0
R18418,0,0,0
R18419,0,0,0
R18420,1,1,1
R18421,0,0,0
R18422,0,0,0
R18423,0,0,0
R18424,0,0,0
R18425,0,0,0
R18426,0,0,0
R18427,0,0,1
R18428,0,0,1
R18429,0,0,0
R18430,0,0,0
R18431,0,0,0
R18432,0,0,0
R18433,0,0,0
R18434,0,0,0
R18435,0,0,1
R18436,0,0,0
R18437,0,0,0
R18438,0,0,0
R18439,0,0,0
R18440,0,1,0
R18441,1,1,0
R18442,0,0,0
R18443,1,1,0
R18444,0,0,0
R18445,0,0,1
R18446,0,0,0
R18447,0,0,0
R18448,0,0,0
R18449,0,0,0
R18450,0,0,0
R18451,0,0,0
R18452,0,0,0
R18453,0,0,0
R18454,0,0,0
R18455,0,0,1
R18456,0,0,0
R18457,0,0,0
R18458,0,0,0
R18459,0,0,1
R18460,0,0,0
R18461,0,0,0
R18462,0,0,0
R18463,0,1,0
R18464,0,1,0
R18465,0,0,0
R18466,0,0,1
R18467,0,0,0
R18468,0,0,0
R18469,0,0,0
R18470,0,0,0
R18471,0,0,1
R18472,0,0,0
R18473,0,0,0
R18474,0,0,0
R18475,0,0,0
R18476,0,1,0
R18477,0,0,0
R18478,0,0,0
R18479,0,0,1
R18480,0,0,0
R18481,0,0,0
R18482,0,0,0
R18483,0,0,1
R18484,0,0,0
R18485,0,0,0
R18486,0,1,0
R18487,0,0,0
R18488,0,0,0
R18489,0,0,0
R18490,0,0,0
R18491,0,0,0
R18492,0,0,0
R18493,0,0,0
R18494,0,1,0
R18495,0,0,0
R18496,0,0,0
R18497,0,0,1
R18498,0,1,0
R18499,0,0,0
R18500,0,0,0
R18501,0,0,0
R18502,0,0,0
R18503,0,0,0
R18504,0,0,0
R18505,0,1,0
R18506,0,0,0
R18507,0,0,0
R18508,0,0,0
R18509,0,0,0
R18510,0,0,0
R18511,0,0,0
R18512,0,0,0
R18513,0,0,0
R18514,0,0,0
R18515,0,0,0
R18516,0,0,0
R18517,0,0,0
R18518,0,0,0
R18519,0,0,0
R18520,0,0,0
R18521,0,0,0
R18522,0,0,0
R18523,0,0,0
R18524,0,0,0
R18525,0,0,0
R18526,0,0,0
R18527,0,0,1
R18528,0,0,0
R18529,0,0,0
R18530,0,0,1
R18531,0,0,0
R18532,0,1,0
R18533,0,0,0
R18534,0,0,0
R18535,0,0,0
R18536,0,0,0
R18537,0,0,0
R18538,0,0,0
R18539,0,0,0
R18540,0,0,0
R18541,0,0,0
R18542,0,0,0
R18543,0,0,0
R18544,0,0,1
R18545,0,0,0
R18546,0,0,0
R18547,0,0,0
R18548,0,0,1
R18549,0,0,0
R18550,0,0,0
R18551,0,0,0
R18552,0,0,0
R18553,0,0,0
R18554,0,0,0
R18555,0,0,0
R18556,0,0,1
R18557,0,0,0
R18558,0,0,0
R18559,0,0,1
R18560,0,0,1
R18561,0,0,0
R18562,0,0,0
R18563,0,0,0
R18564,0,0,0
R18565,1,0,0
R18566,0,0,0
R18567,0,0,0
R18568,0,0,0
R18569,0,0,0
R18570,1,1,0
R18571,0,0,0
R18572,0,0,0
R18573,0,0,0
R18574,0,0,0
R18575,0,0,0
R18576,0,0,0
R18577,0,0,0
R18578,0,0,0
R18579,1,1,1
R18580,0,0,0
R18581,0,1,0
R18582,0,0,0
R18583,0,0,0
R18584,0,0,0
R18585,0,0,0
R18586,0,0,0
R18587,0,0,0
R18588,0,0,0
R18589,0,0,0
R18590,0,0,0
R18591,0,0,0
R18592,0,0,0
R18593,0,0,0
R18594,0,0,1
R18595,0,0,0
R18596,0,0,0
R18597,0,0,0
R18598,0,0,0
R18599,0,0,0
R18600,0,0,0
R18601,0,0,0
R18602,0,0,0
R18603,0,0,0
R18604,0,0,0
R18605,0,0,0
R18606,0,0,0
R18607,0,0,0
R18608,0,0,0
R18609,0,0,0
R18610,0,0,1
R18611,0,0,0
R18612,0,0,0
R18613,0,0,0
R18614,0,0,1
R18615,0,0,0
R18616,0,0,0
R18617,0,0,1
R18618,0,0,0
R18619,0,0,0
R18620,0,0,0
R18621,0,0,1
R18622,0,0,0
R18623,0,0,0
R18624,0,0,0
R18625,0,0,0
R18626,0,0,0
R18627,0,0,0
R18628,0,0,0
R18629,0,0,0
R18630,0,1,1
R18631,0,0,0
R18632,0,0,0
R18633,0,0,0
R18634,1,1,0
R18635,1,1,0
R18636,0,0,0
R18637,0,1,0
R18638,0,0,0
R18639,0,0,1
R18640,1,0,1
R18641,0,0,0
R18642,0,0,0
R18643,0,0,0
R18644,0,0,0
R18645,0,0,0
R18646,0,0,0
R18647,0,0,0
R18648,0,0,0
R18649,0,0,0
R18650,0,0,0
R18651,0,0,0
R18652,0,0,0
R18653,0,0,0
R18654,0,0,0
R18655,0,0,0
R18656,0,0,0
R18657,0,0,0
R18658,0,0,0
R18659,0,0,0
R18660,0,0,0
R18661,0,0,0
R18662,0,0,0
R18663,0,0,0
R18664,0,0,0
R18665,0,1,0
R18666,0,0,0
R18667,0,0,0
R18668,0,0,0
R18669,0,0,0
R18670,0,0,0
R18671,0,0,0
R18672,0,0,0
R18673,0,0,0
R18674,0,0,0
R18675,0,0,0
R18676,0,0,0
R18677,0,0,0
R18678,0,0,0
R18679,0,0,0
R18680,0,0,0
R18681,0,0,0
R18682,0,0,0
R18683,0,0,0
R18684,0,0,0
R18685,0,0,0
R18686,0,0,0
R18687,0,0,0
R18688,0,0,0
R18689,0,0,0
R18690,0,0,0
R18691,0,0,0
R18692,0,0,0
R18693,0,0,0
R18694,0,0,0
R18695,0,0,0
R18696,0,0,0
R18697,0,0,0
R18698,0,0,0
R18699,0,0,0
R18700,0,0,0
R18701,0,0,0
R18702,0,0,0
R18703,0,0,0
R18704,0,0,0
R18705,0,0,0
R18706,0,0,0
R18707,0,0,0
R18708,0,0,0
R18709,0,0,0
R18710,0,0,0
R18711,0,0,0
R18712,0,1,0
R18713,0,0,0
R18714,0,0,0
R18715,0,0,0
R18716,0,0,1
R18717,0,1,0
R18718,0,1,0
R18719,0,0,0
R18720,0,0,0
R18721,0,0,0
R18722,0,0,0
R18723,0,0,0
R18724,0,0,0
R18725,0,0,1
R18726,0,1,1
R18727,0,0,1
R18728,0,0,0
R18729,0,0,0
R18730,0,0,0
R18731,0,0,0
R18732,0,0,0
R18733,0,0,0
R18734,0,0,0
R18735,0,0,0
R18736,0,1,0
R18737,0,0,0
R18738,0,0,0
R18739,0,0,0
R18740,0,0,0
R18741,0,0,0
R18742,0,0,0
R18743,0,0,0
R18744,0,0,0
R18745,0,0,0
R18746,0,0,0
R18747,0,0,0
R18748,0,0,0
R18749,0,0,1
R18750,0,0,0
R18751,0,0,0
R18752,0,0,0
R18753,0,0,0
R18754,0,0,0
R18755,0,0,0
R18756,1,1,0
R18757,0,0,0
R18758,0,0,0
R18759,0,0,0
R18760,0,0,0
R18761,0,0,0
R18762,0,0,0
R18763,0,1,0
R18764,0,0,0
R18765,0,0,0
R18766,0,0,0
R18767,0,0,0
R18768,0,0,0
R18769,0,0,1
R18770,0,0,1
R18771,0,0,0
R18772,0,0,0
R18773,0,0,0
R18774,0,0,0
R18775,0,0,0
R18776,0,0,0
R18777,0,0,0
R18778,0,0,0
R18779,0,1,0
R18780,0,0,0
R18781,0,0,1
R18782,0,0,0
R18783,0,0,0
R18784,0,0,1
R18785,0,0,0
R18786,0,0,0
R18787,0,0,0
R18788,0,0,0
R18789,0,0,0
R18790,0,1,0
R18791,0,0,0
R18792,0,1,0
R18793,0,0,0
R18794,0,0,0
R18795,0,0,0
R18796,0,0,0
R18797,0,0,0
R18798,0,0,0
R18799,0,0,0
R18800,0,0,0
R18801,0,0,0
R18802,0,0,0
R18803,0,0,0
R18804,0,0,0
R18805,0,0,0
R18806,0,0,0
R18807,0,0,0
R18808,0,0,0
R18809,0,0,0
R18810,0,0,0
R18811,0,0,1
R18812,0,0,0
R18813,1,1,0
R18814,0,0,0
R18815,0,0,0
R18816,0,0,0
R18817,0,0,0
R18818,0,0,0
R18819,0,0,0
R18820,0,0,0
R18821,0,0,0
R18822,0,0,0
R18823,0,0,0
R18824,0,0,0
R18825,0,0,0
R18826,1,0,0
R18827,0,0,0
R18828,0,0,0
R18829,0,0,0
R18830,0,0,0
R18831,0,0,0
R18832,0,0,0
R18833,0,0,0
R18834,0,0,0
R18835,0,0,0
R18836,0,0,0
R18837,0,0,0
R18838,0,0,0
R18839,0,0,0
R18840,0,0,0
R18841,0,0,0
R18842,0,0,0
R18843,0,0,0
R18844,0,0,0
R18845,0,0,0
R18846,0,1,0
R18847,0,1,0
R18848,0,1,0
R18849,0,0,0
R18850,0,0,0
R18851,0,0,0
R18852,0,0,0
R18853,0,0,0
R18854,0,0,0
R18855,0,0,0
R18856,0,0,0
R18857,0,0,0
R18858,0,0,0
R18859,0,0,0
R18860,0,0,0
R18861,0,0,0
R18862,0,0,0
R18863,1,0,1
R18864,0,0,0
R18865,0,0,0
R18866,0,0,0
R18867,0,0,0
R18868,0,0,1
R18869,0,0,0
R18870,0,0,0
R18871,0,0,0
R18872,0,0,0
R18873,0,0,0
R18874,0,0,1
R18875,0,0,0
R18876,0,0,0
R18877,0,0,0
R18878,0,0,0
R18879,0,0,0
R18880,0,0,0
R18881,0,0,0
R18882,0,0,1
R18883,0,0,0
R18884,0,0,0
R18885,0,0,0
R18886,1,1,1
R18887,0,0,0
R18888,0,0,0
R18889,0,0,1
R18890,0,1,0
R18891,0,0,0
R18892,0,1,0
R18893,0,0,1
R18894,0,0,0
R18895,0,0,0
R18896,0,0,0
R18897,0,0,0
R18898,0,0,0
R18899,0,0,0
R18900,0,0,0
R18901,0,0,0
R18902,0,0,0
R18903,0,0,1
R18904,0,0,0
R18905,0,0,0
R18906,0,0,0
R18907,0,0,0
R18908,0,0,0
R18909,0,0,0
R18910,0,0,1
R18911,0,0,0
R18912,0,0,0
R18913,0,0,0
R18914,0,0,0
R18915,0,0,0
R18916,0,0,0
R18917,0,1,0
R18918,0,0,0
R18919,0,0,0
R18920,0,0,0
R18921,0,0,0
R18922,1,1,0
R18923,0,0,0
R18924,1,1,0
R18925,0,0,0
R18926,0,0,0
R18927,0,0,1
R18928,0,0,0
R18929,1,1,0
R18930,0,0,0
R18931,0,0,1
R18932,0,0,0
R18933,1,1,0
R18934,0,0,1
R18935,0,0,0
R18936,0,0,0
R18937,0,0,0
R18938,0,0,1
R18939,0,0,0
R18940,0,0,0
R18941,0,0,0
R18942,0,0,0
R18943,0,1,0
R18944,0,0,1
R18945,0,0,0
R18946,0,0,0
R18947,0,0,0
R18948,0,0,0
R18949,0,0,0
R18950,0,0,1
R18951,0,0,1
R18952,0,0,0
R18953,0,0,0
R18954,0,0,0
R18955,0,0,0
R18956,1,1,0
R18957,1,0,0
R18958,0,0,0
R18959,0,0,0
R18960,0,0,0
R18961,0,0,0
R18962,0,0,1
R18963,1,0,0
R18964,0,0,0
R18965,0,1,0
R18966,0,0,0
R18967,1,0,0
R18968,0,0,0
R18969,0,0,0
R18970,0,0,0
R18971,0,0,0
R18972,0,1,0
R18973,0,1,0
R18974,0,0,0
R18975,0,0,0
R18976,0,0,0
R18977,0,0,0
R18978,0,0,0
R18979,0,0,0
R18980,0,0,0
R18981,0,0,0
R18982,0,0,0
R18983,0,0,1
R18984,0,0,0
R18985,0,0,0
R18986,0,0,0
R18987,0,0,0
R18988,0,0,0
R18989,0,0,0
R18990,0,1,0
R18991,0,0,0
R18992,0,0,0
R18993,0,0,1
R18994,0,0,0
R18995,0,0,0
R18996,0,0,0
R18997,0,0,0
R18998,0,0,0
R18999,0,0,0
R19000,0,1,0
R19001,0,0,0
R19002,0,0,0
R19003,0,0,0
R19004,1,1,0
R19005,0,0,0
R19006,0,0,0
R19007,0,0,0
R19008,0,0,0
R19009,0,1,0
R19010,0,0,0
R19011,0,0,0
R19012,0,0,0
R19013,0,0,0
R19014,0,1,1
R19015,0,0,0
R19016,0,0,0
R19017,0,0,0
R19018,0,0,0
R19019,0,0,0
R19020,0,0,0
R19021,0,0,0
R19022,0,0,0
R19023,0,0,0
R19024,0,0,0
R19025,0,0,1
R19026,1,1,0
R19027,0,0,0
R19028,0,0,0
R19029,0,0,0
R19030,0,0,0
R19031,0,0,0
R19032,0,0,0
R19033,1,1,0
R19034,0,0,0
R19035,0,0,0
R19036,0,0,0
R19037,0,0,0
R19038,0,0,0
R19039,0,0,0
R19040,0,0,0
R19041,0,0,0
R19042,0,0,0
R19043,0,0,0
R19044,0,0,0
R19045,0,0,0
R19046,0,0,0
R19047,0,0,0
R19048,0,0,0
R19049,0,0,0
R19050,0,0,0
R19051,0,0,0
R19052,0,0,0
R19053,0,0,0
R19054,0,0,0
R19055,0,0,0
R19056,0,0,0
R19057,0,0,0
R19058,0,0,0
R19059,0,0,0
R19060,0,0,0
R19061,0,0,0
R19062,1,1,1
R19063,0,0,0
R19064,1,0,0
R19065,0,0,0
R19066,0,0,0
R19067,0,0,0
R19068,0,0,0
R19069,0,0,0
R19070,0,0,0
R19071,0,0,1
R19072,1,0,0
R19073,0,0,0
R19074,0,0,0
R19075,0,0,0
R19076,0,0,0
R19077,0,0,0
R19078,0,0,0
R19079,0,0,1
R19080,0,0,0
R19081,0,0,0
R19082,0,0,0
R19083,0,0,0
R19084,0,0,0
R19085,0,0,0
R19086,0,0,0
R19087,0,0,0
R19088,0,0,0
R19089,0,0,0
R19090,0,0,1
R19091,0,1,0
R19092,0,0,0
R19093,0,0,0
R19094,0,0,0
R19095,0,0,0
R19096,0,0,0
R19097,0,0,1
R19098,1,1,0
R19099,0,0,0
R19100,0,0,0
R19101,1,1,1
R19102,0,0,0
R19103,0,0,0
R19104,0,0,0
R19105,0,0,0
R19106,0,0,0
R19107,0,0,0
R19108,0,0,0
R19109,0,0,0
R19110,0,0,0
R19111,0,0,1
R19112,0,1,1
R19113,0,0,0
R19114,0,0,0
R19115,0,0,0
R19116,0,0,0
R19117,0,0,0
R19118,0,0,0
R19119,0,0,0
